Годвып;Пробег;Серия;КолвохозяевпоПТС;Лошадки;Состояние;квадратсерии;квадратвозраста;квадратпробега;Цена
5;49000;1;2;136;3;1;25;2401000000;690000
5;45000;1;2;136;3;1;25;2025000000;690000
10;108000;2;1;231;3;4;100;11664000000;690001
10;283000;3;2;218;3;9;100;80089000000;695000
9;190000;2;3;218;3;4;81;36100000000;695000
7;153000;2;2;218;3;4;49;23409000000;695000
8;150000;1;2;258;3;1;64;22500000000;695000
6;135000;1;2;218;3;1;36;18225000000;695000
7;130868;3;3;306;2;9;49;17126433424;695000
7;130000;2;2;218;2;4;49;16900000000;695000
6;128000;2;2;272;3;4;36;16384000000;695000
8;110323;2;2;218;3;4;64;12171164329;695000
6;110000;1;2;136;3;1;36;12100000000;695000
6;88759;1;1;156;3;1;36;7878160081;695000
4;67000;1;1;170;3;1;16;4489000000;695000
7;46000;1;2;218;3;1;49;2116000000;695000
9;215000;2;2;150;2;4;81;46225000000;697129
5;125000;2;2;156;2;4;25;15625000000;698000
6;95000;1;2;156;3;1;36;9025000000;698000
10;225000;2;3;192;3;4;100;50625000000;699000
7;189000;2;1;150;3;4;49;35721000000;699000
6;180000;2;2;177;3;4;36;32400000000;699000
10;146000;2;2;231;3;4;100;21316000000;699000
7;137000;3;1;306;3;9;49;18769000000;699000
6;130000;2;2;272;3;4;36;16900000000;699000
7;117000;2;2;258;3;4;49;13689000000;699000
6;116000;1;2;218;3;1;36;13456000000;699000
9;110000;2;1;258;3;4;81;12100000000;699000
7;103000;2;1;150;3;4;49;10609000000;699000
6;103000;2;2;177;3;4;36;10609000000;699000
6;101000;1;2;156;3;1;36;10201000000;699000
9;98000;2;2;231;3;4;81;9604000000;699000
6;97000;1;1;177;3;1;36;9409000000;699000
6;90000;1;2;218;3;1;36;8100000000;699000
7;89000;1;2;218;3;1;49;7921000000;699000
8;155000;1;2;218;3;1;64;24025000000;699999
7;97000;1;1;218;3;1;49;9409000000;699999
7;300000;1;1;136;3;1;49;90000000000;700000
9;223000;2;2;258;3;4;81;49729000000;700000
8;200000;2;1;177;3;4;64;40000000000;700000
9;200000;2;3;177;3;4;81;40000000000;700000
9;193000;3;3;367;2;9;81;37249000000;700000
9;190000;2;2;272;3;4;81;36100000000;700000
9;185660;2;2;218;2;4;81;34469635600;700000
8;185000;2;2;218;2;4;64;34225000000;700000
8;181000;1;1;231;3;1;64;32761000000;700000
9;176000;2;1;272;3;4;81;30976000000;700000
6;170000;1;2;218;3;1;36;28900000000;700000
6;170000;1;2;156;3;1;36;28900000000;700000
9;165000;1;2;218;3;1;81;27225000000;700000
8;165000;2;3;218;1;4;64;27225000000;700000
8;159999;2;2;218;3;4;64;25599680001;700000
8;158000;2;1;218;3;4;64;24964000000;700000
10;158000;2;3;231;3;4;100;24964000000;700000
8;156000;2;3;218;2;4;64;24336000000;700000
6;150000;3;3;306;2;9;36;22500000000;700000
8;150000;3;2;445;3;9;64;22500000000;700000
8;148000;2;2;218;3;4;64;21904000000;700000
6;147000;2;3;156;2;4;36;21609000000;700000
8;142000;1;2;218;3;1;64;20164000000;700000
9;140000;3;3;333;3;9;81;19600000000;700000
9;140000;1;2;258;3;1;81;19600000000;700000
7;137000;2;2;150;3;4;49;18769000000;700000
8;135000;3;2;306;3;9;64;18225000000;700000
5;135000;1;2;156;3;1;25;18225000000;700000
6;130000;2;2;156;2;4;36;16900000000;700000
6;130000;1;1;156;3;1;36;16900000000;700000
8;125000;2;2;218;3;4;64;15625000000;700000
5;125000;1;2;143;3;1;25;15625000000;700000
8;125000;2;2;218;3;4;64;15625000000;700000
8;124000;2;2;218;3;4;64;15376000000;700000
8;122000;2;2;218;3;4;64;14884000000;700000
7;118000;2;2;258;3;4;49;13924000000;700000
7;117000;2;1;218;3;4;49;13689000000;700000
9;115000;3;2;367;3;9;81;13225000000;700000
8;110000;1;1;218;2;1;64;12100000000;700000
6;107000;2;1;218;2;4;36;11449000000;700000
8;106000;2;1;218;3;4;64;11236000000;700000
6;102500;1;1;218;3;1;36;10506250000;700000
3;102000;1;1;136;3;1;9;10404000000;700000
6;102000;2;3;156;2;4;36;10404000000;700000
4;98000;1;2;136;3;1;16;9604000000;700000
5;97300;1;1;143;3;1;25;9467290000;700000
7;97000;2;2;258;3;4;49;9409000000;700000
7;96000;2;2;272;2;4;49;9216000000;700000
6;95000;1;1;218;3;1;36;9025000000;700000
6;93000;1;1;218;3;1;36;8649000000;700000
7;90000;3;1;306;3;9;49;8100000000;700000
6;89000;1;2;156;2;1;36;7921000000;700000
4;82234;1;1;136;3;1;16;6762430756;700000
6;80000;1;2;156;3;1;36;6400000000;700000
7;78000;1;2;218;3;1;49;6084000000;700000
5;74000;1;1;170;3;1;25;5476000000;700000
6;70000;2;2;218;3;4;36;4900000000;700000
6;64000;1;1;156;2;1;36;4096000000;700000
5;62000;1;2;136;3;1;25;3844000000;700000
5;59000;1;1;136;2;1;25;3481000000;700000
7;45000;1;1;258;3;1;49;2025000000;700000
6;42000;1;3;218;3;1;36;1764000000;700000
8;38000;1;2;218;3;1;64;1444000000;700000
6;36000;1;2;156;2;1;36;1296000000;700000
7;19980;1;1;218;3;1;49;399200400;700000
6;109000;1;2;218;3;1;36;11881000000;705000
4;95000;1;1;156;3;1;16;9025000000;705000
5;88000;1;2;136;3;1;25;7744000000;705000
6;67000;1;2;156;3;1;36;4489000000;705000
6;66000;1;2;156;3;1;36;4356000000;705000
6;53000;1;2;136;3;1;36;2809000000;705000
4;30800;1;1;136;3;1;16;948640000;705000
9;223000;3;2;218;3;9;81;49729000000;710000
8;184000;2;3;218;2;4;64;33856000000;710000
8;175000;2;2;258;3;4;64;30625000000;710000
6;151000;2;2;156;3;4;36;22801000000;710000
7;125000;2;1;163;3;4;49;15625000000;710000
8;118000;3;2;306;3;9;64;13924000000;710000
8;115000;2;1;218;3;4;64;13225000000;710000
9;111000;2;3;192;3;4;81;12321000000;710000
6;110700;1;2;156;3;1;36;12254490000;710000
6;110000;2;2;218;2;4;36;12100000000;710000
9;105785;2;1;218;3;4;81;11190466225;710000
5;95000;1;2;218;3;1;25;9025000000;710000
6;86000;1;2;156;3;1;36;7396000000;710000
6;82000;1;2;177;3;1;36;6724000000;710000
6;81000;1;3;156;3;1;36;6561000000;710000
5;80000;1;1;136;3;1;25;6400000000;710000
5;80000;1;2;136;3;1;25;6400000000;710000
8;79000;2;3;258;2;4;64;6241000000;710000
5;76500;1;2;136;3;1;25;5852250000;710000
3;71000;1;2;136;3;1;9;5041000000;710000
5;70000;1;1;136;3;1;25;4900000000;710000
3;56000;1;1;136;3;1;9;3136000000;710000
9;147000;1;3;218;3;1;81;21609000000;715000
9;109000;2;2;218;3;4;81;11881000000;715000
6;105000;1;2;218;2;1;36;11025000000;715000
5;92000;1;2;156;3;1;25;8464000000;715000
5;88200;2;1;177;1;4;25;7779240000;715000
4;70007;1;2;136;3;1;16;4900980049;715000
4;70000;1;2;136;3;1;16;4900000000;715000
4;46000;1;1;136;2;1;16;2116000000;715000
3;29000;1;2;136;3;1;9;841000000;715000
4;50000;1;1;136;3;1;16;2500000000;716000
7;123250;3;1;367;3;9;49;15190562500;717000
7;115000;1;2;218;3;1;49;13225000000;717000
9;190000;2;2;218;3;4;81;36100000000;720000
8;184238;2;2;218;2;4;64;33943640644;720000
10;182000;2;3;231;3;4;100;33124000000;720000
7;180000;2;2;163;2;4;49;32400000000;720000
8;172000;3;2;367;3;9;64;29584000000;720000
10;170000;2;3;231;3;4;100;28900000000;720000
9;170000;3;3;367;3;9;81;28900000000;720000
8;169000;2;2;218;3;4;64;28561000000;720000
8;165000;2;2;258;3;4;64;27225000000;720000
8;164000;2;1;218;3;4;64;26896000000;720000
7;160000;2;1;218;3;4;49;25600000000;720000
6;157000;1;2;218;3;1;36;24649000000;720000
9;157000;2;2;218;3;4;81;24649000000;720000
8;154000;2;1;258;3;4;64;23716000000;720000
9;150000;3;2;367;2;9;81;22500000000;720000
9;146000;2;2;231;3;4;81;21316000000;720000
7;145000;2;1;177;3;4;49;21025000000;720000
6;145000;2;2;156;3;4;36;21025000000;720000
8;140000;1;2;231;2;1;64;19600000000;720000
9;134000;2;2;258;3;4;81;17956000000;720000
8;125000;2;2;258;3;4;64;15625000000;720000
8;125000;2;2;218;3;4;64;15625000000;720000
8;121000;1;1;218;3;1;64;14641000000;720000
10;120000;3;1;333;3;9;100;14400000000;720000
9;115000;1;3;218;3;1;81;13225000000;720000
4;110000;1;1;143;3;1;16;12100000000;720000
6;108000;2;2;218;3;4;36;11664000000;720000
8;100000;3;1;367;3;9;64;10000000000;720000
6;96000;2;1;272;3;4;36;9216000000;720000
6;94000;1;3;156;3;1;36;8836000000;720000
7;90000;2;2;260;2;4;49;8100000000;720000
5;88000;1;1;156;3;1;25;7744000000;720000
5;83873;1;2;156;3;1;25;7034680129;720000
6;79000;2;3;218;3;4;36;6241000000;720000
4;75000;1;3;156;3;1;16;5625000000;720000
4;71000;1;3;136;3;1;16;5041000000;720000
6;70000;1;1;218;3;1;36;4900000000;720000
3;66000;1;1;136;3;1;9;4356000000;720000
5;61000;1;1;136;3;1;25;3721000000;720000
5;59000;1;2;156;3;1;25;3481000000;720000
5;56350;1;2;156;3;1;25;3175322500;720000
5;50000;1;3;136;3;1;25;2500000000;720000
6;43377;1;1;156;3;1;36;1881564129;720000
4;34000;1;2;136;3;1;16;1156000000;720000
3;32000;1;2;136;3;1;9;1024000000;720000
6;72000;1;2;156;3;1;36;5184000000;721000
8;107000;2;3;258;3;4;64;11449000000;725000
6;90000;1;2;156;3;1;36;8100000000;725000
5;66000;1;2;156;3;1;25;4356000000;725000
4;58000;1;2;136;3;1;16;3364000000;725000
3;55100;1;2;136;3;1;9;3036010000;725000
6;83000;1;1;177;3;1;36;6889000000;729000
4;79000;1;2;156;3;1;16;6241000000;729000
9;196000;2;3;218;3;4;81;38416000000;730000
9;191000;2;2;231;2;4;81;36481000000;730000
9;177150;2;3;267;3;4;81;31382122500;730000
7;167000;2;2;163;3;4;49;27889000000;730000
8;160000;2;3;218;3;4;64;25600000000;730000
7;160000;2;1;197;3;4;49;25600000000;730000
8;160000;2;2;258;2;4;64;25600000000;730000
8;147000;2;2;272;3;4;64;21609000000;730000
7;145000;2;3;218;3;4;49;21025000000;730000
9;136000;2;2;177;3;4;81;18496000000;730000
8;135000;2;2;258;3;4;64;18225000000;730000
6;132000;2;1;156;3;4;36;17424000000;730000
8;130000;1;2;218;3;1;64;16900000000;730000
5;125000;2;1;218;3;4;25;15625000000;730000
8;122800;2;2;258;3;4;64;15079840000;730000
6;122574;2;2;218;3;4;36;15024385476;730000
6;121000;1;2;218;3;1;36;14641000000;730000
8;119000;2;2;258;3;4;64;14161000000;730000
8;111283;2;3;258;3;4;64;12383906089;730000
7;108000;2;1;272;3;4;49;11664000000;730000
6;101000;1;3;218;3;1;36;10201000000;730000
5;94000;1;3;136;2;1;25;8836000000;730000
6;94000;2;2;156;3;4;36;8836000000;730000
6;93000;1;2;218;3;1;36;8649000000;730000
5;88000;1;2;156;2;1;25;7744000000;730000
10;82000;2;2;333;3;4;100;6724000000;730000
6;82000;2;1;272;3;4;36;6724000000;730000
6;81000;1;2;218;3;1;36;6561000000;730000
5;66000;2;2;156;3;4;25;4356000000;730000
7;61000;1;1;156;2;1;49;3721000000;730000
6;43000;1;1;156;3;1;36;1849000000;730000
3;35000;1;2;136;3;1;9;1225000000;730000
4;31000;1;1;136;3;1;16;961000000;730000
3;24600;1;2;136;3;1;9;605160000;730000
8;156000;2;2;258;2;4;64;24336000000;730030
7;157000;2;2;150;3;4;49;24649000000;733000
7;148000;2;3;272;3;4;49;21904000000;735000
8;130000;2;2;258;3;4;64;16900000000;735000
9;120000;2;2;258;3;4;81;14400000000;735000
9;113000;2;2;218;3;4;81;12769000000;735000
5;108000;2;2;218;3;4;25;11664000000;735000
8;106000;2;3;218;3;4;64;11236000000;735000
7;95400;3;1;306;3;9;49;9101160000;735000
6;75312;1;2;218;3;1;36;5671897344;735000
5;62000;1;2;156;3;1;25;3844000000;735000
4;60000;1;2;156;3;1;16;3600000000;735000
5;56000;1;2;156;3;1;25;3136000000;735000
3;47000;1;3;136;3;1;9;2209000000;735000
3;46000;1;1;136;3;1;9;2116000000;735000
7;111109;2;3;272;2;4;49;12345209881;738000
3;64000;1;2;136;3;1;9;4096000000;739000
4;52000;1;2;156;3;1;16;2704000000;739000
5;39500;1;1;143;3;1;25;1560250000;739000
8;217000;2;1;231;3;4;64;47089000000;740000
5;200000;1;1;156;3;1;25;40000000000;740000
7;167278;3;1;367;3;9;49;27981929284;740000
6;160000;2;3;218;3;4;36;25600000000;740000
5;148000;2;1;156;3;4;25;21904000000;740000
6;146000;2;2;218;3;4;36;21316000000;740000
11;144000;3;2;445;3;9;121;20736000000;740000
8;130000;2;3;258;3;4;64;16900000000;740000
6;130000;2;2;156;3;4;36;16900000000;740000
7;127000;2;3;218;3;4;49;16129000000;740000
6;125000;2;1;177;3;4;36;15625000000;740000
8;122000;2;2;218;3;4;64;14884000000;740000
9;118000;1;3;258;2;1;81;13924000000;740000
9;112000;2;2;258;3;4;81;12544000000;740000
7;110000;2;1;177;2;4;49;12100000000;740000
5;110000;2;2;272;3;4;25;12100000000;740000
7;93000;2;3;272;3;4;49;8649000000;740000
5;86000;2;1;218;3;4;25;7396000000;740000
6;82000;2;2;177;3;4;36;6724000000;740000
7;58000;2;1;190;3;4;49;3364000000;740000
4;56000;1;1;143;3;1;16;3136000000;740000
6;44000;1;1;272;3;1;36;1936000000;740000
3;38000;1;1;136;3;1;9;1444000000;740000
4;43000;1;1;136;3;1;16;1849000000;743000
12;218000;3;2;333;3;9;144;47524000000;745000
6;178000;2;2;218;3;4;36;31684000000;745000
8;156000;2;3;218;2;4;64;24336000000;745000
6;143000;2;2;170;3;4;36;20449000000;745000
8;110000;1;2;258;3;1;64;12100000000;745000
4;73100;1;2;156;3;1;16;5343610000;745000
5;67000;1;2;218;3;1;25;4489000000;745000
4;62000;1;2;156;3;1;16;3844000000;745000
4;40000;1;1;156;3;1;16;1600000000;745000
7;124000;2;2;218;3;4;49;15376000000;749000
5;121000;2;1;170;2;4;25;14641000000;749000
7;99000;2;1;218;3;4;49;9801000000;749000
7;92157;2;2;163;3;4;49;8492912649;749000
6;75000;1;2;218;3;1;36;5625000000;749000
3;51000;1;1;136;3;1;9;2601000000;749000
3;29900;1;1;136;3;1;9;894010000;749000
5;78000;1;1;143;3;1;25;6084000000;749430
8;91000;3;2;306;3;9;64;8281000000;749898
5;90000;2;1;170;3;4;25;8100000000;749900
5;110000;1;2;218;3;1;25;12100000000;749999
9;108200;2;2;231;3;4;81;11707240000;749999
6;310000;2;1;272;2;4;36;96100000000;750000
10;210000;3;3;445;3;9;100;44100000000;750000
6;203000;2;2;272;3;4;36;41209000000;750000
8;200000;2;2;258;3;4;64;40000000000;750000
10;200000;2;3;333;2;4;100;40000000000;750000
13;200000;3;3;193;3;9;169;40000000000;750000
8;185000;2;2;218;3;4;64;34225000000;750000
8;175000;2;3;218;3;4;64;30625000000;750000
9;162500;2;2;258;3;4;81;26406250000;750000
7;160670;2;3;218;3;4;49;25814848900;750000
7;160000;2;2;218;3;4;49;25600000000;750000
6;158000;2;2;218;3;4;36;24964000000;750000
8;157000;2;3;258;3;4;64;24649000000;750000
9;157000;2;3;218;3;4;81;24649000000;750000
8;155000;2;3;218;3;4;64;24025000000;750000
10;155000;2;2;231;3;4;100;24025000000;750000
8;154000;2;1;258;3;4;64;23716000000;750000
9;150000;2;2;218;3;4;81;22500000000;750000
9;150000;3;2;333;2;9;81;22500000000;750000
6;148500;2;1;272;2;4;36;22052250000;750000
7;146000;2;2;190;3;4;49;21316000000;750000
7;143000;2;1;218;3;4;49;20449000000;750000
7;140000;3;2;367;3;9;49;19600000000;750000
6;137000;2;2;272;3;4;36;18769000000;750000
7;136000;2;3;177;3;4;49;18496000000;750000
10;134000;3;2;333;3;9;100;17956000000;750000
6;132000;1;2;218;2;1;36;17424000000;750000
5;130000;1;3;156;2;1;25;16900000000;750000
10;130000;2;1;177;3;4;100;16900000000;750000
9;130000;2;1;272;3;4;81;16900000000;750000
8;126000;2;3;218;3;4;64;15876000000;750000
7;115000;1;2;150;2;1;49;13225000000;750000
6;115000;1;1;177;3;1;36;13225000000;750000
9;113000;3;2;231;3;9;81;12769000000;750000
7;112000;3;3;367;3;9;49;12544000000;750000
9;112000;2;2;333;3;4;81;12544000000;750000
7;110000;3;2;306;3;9;49;12100000000;750000
6;109000;1;2;218;3;1;36;11881000000;750000
8;108000;1;3;258;2;1;64;11664000000;750000
5;106840;1;2;136;2;1;25;11414785600;750000
6;105000;2;2;272;3;4;36;11025000000;750000
10;105000;2;2;192;3;4;100;11025000000;750000
10;103000;2;2;333;3;4;100;10609000000;750000
4;98000;1;1;136;3;1;16;9604000000;750000
9;98000;2;2;231;3;4;81;9604000000;750000
7;98000;3;1;258;3;9;49;9604000000;750000
6;97000;1;2;156;3;1;36;9409000000;750000
5;94000;1;3;156;3;1;25;8836000000;750000
6;94000;3;1;258;3;9;36;8836000000;750000
6;93000;2;1;177;3;4;36;8649000000;750000
6;93000;1;1;177;2;1;36;8649000000;750000
5;89500;2;1;170;3;4;25;8010250000;750000
5;89000;1;1;156;3;1;25;7921000000;750000
4;89000;1;1;136;3;1;16;7921000000;750000
8;86000;2;1;218;3;4;64;7396000000;750000
5;83873;1;2;156;3;1;25;7034680129;750000
6;81500;1;1;177;3;1;36;6642250000;750000
6;80000;2;1;218;3;4;36;6400000000;750000
5;80000;1;2;136;3;1;25;6400000000;750000
7;80000;1;3;258;3;1;49;6400000000;750000
7;80000;1;3;258;3;1;49;6400000000;750000
7;80000;2;2;218;2;4;49;6400000000;750000
7;79000;2;2;272;3;4;49;6241000000;750000
4;76000;1;2;136;3;1;16;5776000000;750000
8;75000;1;2;218;2;1;64;5625000000;750000
6;75000;1;2;218;3;1;36;5625000000;750000
4;74000;1;1;143;3;1;16;5476000000;750000
5;73000;1;1;136;3;1;25;5329000000;750000
6;69500;1;1;218;3;1;36;4830250000;750000
5;67000;1;2;170;3;1;25;4489000000;750000
6;65000;1;2;156;3;1;36;4225000000;750000
6;64000;2;1;218;3;4;36;4096000000;750000
6;63000;2;3;218;2;4;36;3969000000;750000
4;61000;1;2;136;3;1;16;3721000000;750000
5;60000;1;1;156;2;1;25;3600000000;750000
4;59000;1;1;156;3;1;16;3481000000;750000
3;56000;1;1;136;3;1;9;3136000000;750000
3;55000;1;2;136;3;1;9;3025000000;750000
3;48000;1;3;136;3;1;9;2304000000;750000
6;48000;1;2;218;3;1;36;2304000000;750000
3;47000;1;1;136;3;1;9;2209000000;750000
3;42000;1;1;143;3;1;9;1764000000;750000
3;40000;1;2;136;3;1;9;1600000000;750000
3;40000;1;1;136;3;1;9;1600000000;750000
3;35000;1;2;136;3;1;9;1225000000;750000
4;32000;1;2;136;3;1;16;1024000000;750000
3;26700;1;1;143;3;1;9;712890000;750000
5;129000;2;1;156;3;4;25;16641000000;754000
10;210790;2;1;177;3;4;100;44432424100;755000
7;150000;2;2;272;3;4;49;22500000000;755000
6;117000;2;2;272;3;4;36;13689000000;755000
5;91000;2;2;156;3;4;25;8281000000;755000
6;90000;2;1;156;3;4;36;8100000000;755000
5;80000;1;1;116;3;1;25;6400000000;755000
4;69000;1;1;143;3;1;16;4761000000;755000
3;61000;1;1;136;3;1;9;3721000000;755000
3;53000;1;1;136;3;1;9;2809000000;755000
4;46000;1;2;136;3;1;16;2116000000;755000
3;38000;1;2;170;3;1;9;1444000000;755000
5;107000;1;2;218;3;1;25;11449000000;757000
6;98500;2;2;156;3;4;36;9702250000;758000
5;111000;1;3;136;3;1;25;12321000000;759000
6;97000;2;2;190;3;4;36;9409000000;759000
6;97000;2;2;218;3;4;36;9409000000;759900
6;200000;2;2;272;3;4;36;40000000000;760000
8;148000;2;2;258;3;4;64;21904000000;760000
7;134000;2;2;218;3;4;49;17956000000;760000
6;132000;2;2;177;3;4;36;17424000000;760000
6;118000;1;2;177;3;1;36;13924000000;760000
9;118000;2;2;177;3;4;81;13924000000;760000
6;115000;2;1;218;3;4;36;13225000000;760000
6;114500;2;1;272;3;4;36;13110250000;760000
5;108000;1;2;143;3;1;25;11664000000;760000
7;108000;2;3;218;3;4;49;11664000000;760000
6;106000;2;2;218;3;4;36;11236000000;760000
7;106000;2;3;218;3;4;49;11236000000;760000
6;105000;1;1;170;3;1;36;11025000000;760000
6;91000;2;2;218;2;4;36;8281000000;760000
6;88000;1;2;218;3;1;36;7744000000;760000
3;80000;1;1;136;3;1;9;6400000000;760000
7;69250;2;2;218;3;4;49;4795562500;760000
5;66600;1;2;156;3;1;25;4435560000;760000
6;62000;1;2;218;3;1;36;3844000000;760000
4;46435;2;1;150;3;4;16;2156209225;760000
4;46250;2;1;157;3;4;16;2139062500;760000
4;46250;2;1;157;3;4;16;2139062500;760000
4;46000;2;1;150;3;4;16;2116000000;760000
5;28000;1;2;143;3;1;25;784000000;760000
3;22000;1;1;136;3;1;9;484000000;760000
5;108000;1;2;177;3;1;25;11664000000;762000
4;45435;2;1;150;3;4;16;2064339225;762000
4;45435;2;1;170;3;4;16;2064339225;762000
4;45120;2;1;150;3;4;16;2035814400;762000
4;43435;2;1;170;3;4;16;1886599225;762000
7;116000;2;3;272;3;4;49;13456000000;765000
6;82000;1;1;156;3;1;36;6724000000;765000
6;54700;1;2;218;3;1;36;2992090000;765000
7;49000;1;1;218;3;1;49;2401000000;765000
3;44000;1;1;136;3;1;9;1936000000;765000
3;36000;1;1;136;3;1;9;1296000000;765000
8;251000;2;2;231;3;4;64;63001000000;768000
8;251000;2;2;231;3;4;64;63001000000;768000
8;128000;2;2;258;3;4;64;16384000000;769000
10;166000;2;1;231;3;4;100;27556000000;770000
7;151000;2;2;218;3;4;49;22801000000;770000
8;142000;2;2;367;3;4;64;20164000000;770000
6;130000;2;1;177;3;4;36;16900000000;770000
8;115000;3;2;367;3;9;64;13225000000;770000
6;102290;2;2;218;3;4;36;10463244100;770000
6;95000;2;1;156;3;4;36;9025000000;770000
6;92000;1;2;218;3;1;36;8464000000;770000
4;91000;1;1;136;3;1;16;8281000000;770000
4;82000;1;2;143;2;1;16;6724000000;770000
5;81128;2;1;218;3;4;25;6581752384;770000
3;79500;1;1;136;3;1;9;6320250000;770000
5;77300;1;1;156;3;1;25;5975290000;770000
4;75000;1;1;136;3;1;16;5625000000;770000
6;73000;2;1;218;3;4;36;5329000000;770000
4;68000;1;2;156;3;1;16;4624000000;770000
4;63000;1;1;136;2;1;16;3969000000;770000
8;55000;2;2;218;3;4;64;3025000000;770000
4;35000;1;1;156;2;1;16;1225000000;770000
4;35000;1;1;136;3;1;16;1225000000;770000
9;115000;2;3;333;3;4;81;13225000000;775000
8;105000;3;2;258;3;9;64;11025000000;775000
6;90000;2;1;177;3;4;36;8100000000;775000
7;66000;1;2;150;3;1;49;4356000000;775000
8;210000;3;2;367;3;9;64;44100000000;777000
9;182000;2;2;231;3;4;81;33124000000;777000
6;130000;1;1;177;3;1;36;16900000000;777000
5;96000;2;1;177;3;4;25;9216000000;777000
7;86000;3;2;367;3;9;49;7396000000;777000
6;80000;1;1;218;3;1;36;6400000000;777000
3;63000;1;1;136;3;1;9;3969000000;777000
5;86850;2;1;218;3;4;25;7542922500;779000
10;203000;2;2;231;3;4;100;41209000000;780000
5;178000;2;1;218;2;4;25;31684000000;780000
7;147000;2;1;272;2;4;49;21609000000;780000
5;134000;2;2;272;3;4;25;17956000000;780000
8;133000;2;2;258;3;4;64;17689000000;780000
7;130000;1;2;306;3;1;49;16900000000;780000
10;128000;2;3;231;3;4;100;16384000000;780000
7;122000;2;2;272;3;4;49;14884000000;780000
6;121539;2;2;218;2;4;36;14771728521;780000
6;115000;1;2;218;3;1;36;13225000000;780000
7;115000;2;2;272;2;4;49;13225000000;780000
10;111000;3;2;333;3;9;100;12321000000;780000
9;110000;3;1;367;3;9;81;12100000000;780000
6;103000;2;2;272;3;4;36;10609000000;780000
6;101000;2;1;177;3;4;36;10201000000;780000
6;98000;2;2;272;3;4;36;9604000000;780000
7;97000;2;1;190;3;4;49;9409000000;780000
3;93000;1;1;136;3;1;9;8649000000;780000
5;89000;1;2;156;3;1;25;7921000000;780000
5;85000;1;2;156;2;1;25;7225000000;780000
6;84000;1;1;156;2;1;36;7056000000;780000
6;79000;2;2;156;3;4;36;6241000000;780000
6;76800;2;2;272;2;4;36;5898240000;780000
5;73000;1;2;218;2;1;25;5329000000;780000
7;72210;3;1;367;3;9;49;5214284100;780000
6;72000;2;2;156;3;4;36;5184000000;780000
5;71000;1;1;136;3;1;25;5041000000;780000
6;71000;1;1;156;2;1;36;5041000000;780000
8;61000;2;1;258;3;4;64;3721000000;780000
3;52700;1;1;136;2;1;9;2777290000;780000
3;52000;1;1;143;3;1;9;2704000000;780000
3;52000;1;1;143;3;1;9;2704000000;780000
2;41000;1;1;136;3;1;4;1681000000;780000
3;34000;1;1;136;3;1;9;1156000000;780000
5;86850;2;1;218;3;4;25;7542922500;781000
5;86850;2;1;218;3;4;25;7542922500;782000
6;106000;2;2;177;3;4;36;11236000000;785000
7;90000;2;1;218;3;4;49;8100000000;785000
5;70000;2;3;156;3;4;25;4900000000;785000
3;14000;1;1;136;3;1;9;196000000;785000
8;83700;2;3;258;3;4;64;7005690000;787787
7;144500;2;2;272;3;4;49;20880250000;789000
9;137000;2;1;258;3;4;81;18769000000;789999
13;210000;3;3;333;3;9;169;44100000000;790000
11;200000;3;2;218;2;9;121;40000000000;790000
5;170000;2;2;157;3;4;25;28900000000;790000
6;140600;2;2;218;3;4;36;19768360000;790000
7;136340;3;1;367;3;9;49;18588595600;790000
7;130000;2;2;218;3;4;49;16900000000;790000
5;127000;1;3;156;3;1;25;16129000000;790000
7;127000;2;1;272;3;4;49;16129000000;790000
8;123000;2;3;218;3;4;64;15129000000;790000
8;120000;2;1;218;3;4;64;14400000000;790000
6;116000;1;1;234;2;1;36;13456000000;790000
5;112000;2;2;272;3;4;25;12544000000;790000
5;110000;2;1;157;3;4;25;12100000000;790000
7;101000;2;3;218;3;4;49;10201000000;790000
6;98000;2;1;218;3;4;36;9604000000;790000
6;85000;2;1;272;3;4;36;7225000000;790000
4;83500;1;2;218;2;1;16;6972250000;790000
7;74000;1;2;156;3;1;49;5476000000;790000
3;45000;1;2;156;3;1;9;2025000000;790000
4;41000;1;2;156;3;1;16;1681000000;790000
6;40500;1;2;156;3;1;36;1640250000;790000
3;40000;1;1;136;3;1;9;1600000000;790000
8;39150;2;2;218;3;4;64;1532722500;790000
3;35500;1;2;136;3;1;9;1260250000;790000
6;31672;2;1;272;3;4;36;1003115584;790000
7;142000;2;3;218;3;4;49;20164000000;795000
6;141000;2;2;170;3;4;36;19881000000;795000
7;80000;3;1;306;3;9;49;6400000000;795000
4;75000;1;2;156;3;1;16;5625000000;795000
4;68000;1;2;156;3;1;16;4624000000;795000
6;40600;2;1;218;3;4;36;1648360000;795000
4;38000;1;1;156;3;1;16;1444000000;795000
7;152000;3;2;367;2;9;49;23104000000;799000
6;123000;2;2;218;3;4;36;15129000000;799000
8;115000;3;2;258;3;9;64;13225000000;799000
10;110000;2;2;272;3;4;100;12100000000;799000
10;110000;2;2;231;3;4;100;12100000000;799000
6;108000;3;2;306;3;9;36;11664000000;799000
8;104000;2;3;258;3;4;64;10816000000;799000
6;91000;2;3;156;3;4;36;8281000000;799000
8;75504;3;1;367;3;9;64;5700854016;799000
7;160000;2;2;258;3;4;49;25600000000;799999
4;67000;1;1;143;3;1;16;4489000000;799999
7;250000;3;2;367;2;9;49;62500000000;800000
10;224000;2;2;231;3;4;100;50176000000;800000
