Годвып;Пробег;Серия;КолвохозяевпоПТС;Лошадки;Состояние;квадратсерии;квадратвозраста;квадратпробега;Цена
13;230000;2;3;231;2;4;169;52900000000;390000
13;226000;2;1;170;2;4;169;51076000000;390000
14;220000;1;3;150;3;1;196;48400000000;390000
14;219000;1;1;193;3;1;196;47961000000;390000
14;218000;3;2;184;2;9;196;47524000000;390000
12;210000;1;2;143;2;1;144;44100000000;390000
14;194158;2;3;193;2;4;196;37697328964;390000
10;192603;1;2;170;3;1;100;37095915609;390000
13;186000;2;3;192;3;4;169;34596000000;390000
11;166000;1;3;143;3;1;121;27556000000;390000
11;160000;1;3;143;2;1;121;25600000000;390000
13;150000;3;3;286;2;9;169;22500000000;390000
15;148230;2;3;170;2;4;225;21972132900;390000
10;142000;1;3;143;2;1;100;20164000000;390000
11;142000;1;3;115;3;1;121;20164000000;390000
11;131005;1;1;170;3;1;121;17162310025;390000
12;119800;2;2;231;3;4;144;14352040000;390000
11;117000;1;2;150;2;1;121;13689000000;390000
11;93000;1;2;143;2;1;121;8649000000;390000
15;68000;2;3;193;3;4;225;4624000000;390000
13;18000;1;2;170;3;1;169;324000000;390000
11;174000;1;2;170;3;1;121;30276000000;394000
14;300000;2;2;192;3;4;196;90000000000;395000
14;270000;3;3;193;3;9;196;72900000000;395000
14;250000;3;1;245;2;9;196;62500000000;395000
11;245000;2;2;192;2;4;121;60025000000;395000
14;225000;2;3;170;2;4;196;50625000000;395000
12;199000;3;2;272;2;9;144;39601000000;395000
10;178000;1;2;143;3;1;100;31684000000;395000
14;176000;1;2;231;3;1;196;30976000000;395000
11;174000;1;2;170;3;1;121;30276000000;395000
10;170000;1;1;170;3;1;100;28900000000;395000
11;167000;1;2;170;2;1;121;27889000000;395000
12;161000;1;2;143;3;1;144;25921000000;395000
10;160000;1;1;204;2;1;100;25600000000;395000
13;153200;2;1;192;2;4;169;23470240000;395000
10;97000;1;3;150;2;1;100;9409000000;395000
13;183000;3;2;286;2;9;169;33489000000;397431
13;239600;2;2;192;3;4;169;57408160000;398000
11;253000;1;2;143;2;1;121;64009000000;399000
13;240000;2;3;192;2;4;169;57600000000;399000
12;230000;1;3;170;3;1;144;52900000000;399000
12;230000;2;2;192;3;4;144;52900000000;399000
12;200000;1;1;143;2;1;144;40000000000;399000
11;155555;2;2;192;3;4;121;24197358025;399000
10;165000;1;2;143;3;1;100;27225000000;399900
12;220000;3;3;333;3;9;144;48400000000;399999
17;380000;2;3;170;2;4;289;144400000000;400000
14;380000;3;3;193;3;9;196;144400000000;400000
16;320000;3;3;193;3;9;256;102400000000;400000
12;300000;2;3;170;2;4;144;90000000000;400000
12;300000;1;3;170;2;1;144;90000000000;400000
13;292000;2;2;170;3;4;169;85264000000;400000
12;290000;2;3;192;3;4;144;84100000000;400000
13;287560;2;2;192;3;4;169;82690753600;400000
15;286000;3;3;286;3;9;225;81796000000;400000
12;281000;1;2;170;2;1;144;78961000000;400000
13;270000;2;3;192;2;4;169;72900000000;400000
14;260000;2;3;245;2;4;196;67600000000;400000
13;258000;2;2;192;3;4;169;66564000000;400000
12;250000;2;2;231;2;4;144;62500000000;400000
12;250000;2;2;192;3;4;144;62500000000;400000
14;240000;1;3;150;2;1;196;57600000000;400000
12;240000;1;2;170;2;1;144;57600000000;400000
11;235000;2;3;192;3;4;121;55225000000;400000
14;230000;1;3;105;2;1;196;52900000000;400000
12;226000;1;3;143;3;1;144;51076000000;400000
11;220000;1;1;143;3;1;121;48400000000;400000
14;220000;2;3;170;2;4;196;48400000000;400000
11;220000;2;2;192;3;4;121;48400000000;400000
15;220000;1;2;150;3;1;225;48400000000;400000
15;219000;2;3;245;2;4;225;47961000000;400000
13;215000;2;3;192;2;4;169;46225000000;400000
12;215000;1;2;192;3;1;144;46225000000;400000
13;213000;3;3;333;2;9;169;45369000000;400000
13;210000;1;3;192;2;1;169;44100000000;400000
12;208000;1;2;192;2;1;144;43264000000;400000
13;208000;2;3;192;2;4;169;43264000000;400000
14;202000;1;3;170;2;1;196;40804000000;400000
15;200000;1;3;170;3;1;225;40000000000;400000
16;200000;3;2;286;3;9;256;40000000000;400000
12;200000;3;2;272;3;9;144;40000000000;400000
14;199000;2;3;170;2;4;196;39601000000;400000
11;198000;2;1;192;2;4;121;39204000000;400000
20;193000;2;1;115;3;4;400;37249000000;400000
15;190000;2;1;193;3;4;225;36100000000;400000
14;190000;2;2;192;3;4;196;36100000000;400000
12;185000;1;2;170;3;1;144;34225000000;400000
12;182000;2;3;192;2;4;144;33124000000;400000
20;180000;1;1;150;3;1;400;32400000000;400000
14;179000;2;2;150;2;4;196;32041000000;400000
11;178000;1;3;170;3;1;121;31684000000;400000
15;178000;2;3;170;2;4;225;31684000000;400000
10;164000;3;3;333;2;9;100;26896000000;400000
13;162000;2;2;192;3;4;169;26244000000;400000
12;160000;2;2;170;2;4;144;25600000000;400000
11;155000;2;2;192;3;4;121;24025000000;400000
13;155000;2;3;192;2;4;169;24025000000;400000
16;150000;2;1;150;3;4;256;22500000000;400000
10;130000;1;2;143;3;1;100;16900000000;400000
10;129000;1;2;143;3;1;100;16641000000;400000
11;124000;1;2;143;2;1;121;15376000000;400000
7;105000;1;3;218;3;1;49;11025000000;400000
11;101000;1;2;170;3;1;121;10201000000;400000
14;270000;3;3;193;3;9;196;72900000000;405000
16;265000;2;2;150;3;4;256;70225000000;405000
10;230000;1;2;143;3;1;100;52900000000;405000
15;216000;1;2;170;3;1;225;46656000000;405000
13;215000;2;2;231;3;4;169;46225000000;405000
11;210000;2;1;192;3;4;121;44100000000;405000
11;180000;2;2;192;3;4;121;32400000000;405000
14;170000;2;2;170;3;4;196;28900000000;405000
11;152000;1;2;143;2;1;121;23104000000;405000
9;140000;1;2;192;3;1;81;19600000000;405000
13;124700;3;2;333;3;9;169;15550090000;405000
10;115000;1;1;115;3;1;100;13225000000;405000
11;267000;2;2;192;3;4;121;71289000000;407000
12;175000;1;3;192;3;1;144;30625000000;409999
16;430000;2;2;193;3;4;256;184900000000;410000
13;340001;3;3;333;2;9;169;115600680001;410000
14;286000;2;3;192;3;4;196;81796000000;410000
12;280000;2;3;231;2;4;144;78400000000;410000
13;260000;1;3;170;3;1;169;67600000000;410000
13;250000;2;1;231;3;4;169;62500000000;410000
12;250000;2;3;192;3;4;144;62500000000;410000
14;230000;2;3;193;3;4;196;52900000000;410000
13;222000;2;3;192;2;4;169;49284000000;410000
14;215000;2;3;193;3;4;196;46225000000;410000
13;212000;2;3;231;2;4;169;44944000000;410000
11;210000;1;2;115;2;1;121;44100000000;410000
13;210000;2;1;286;3;4;169;44100000000;410000
14;200000;2;1;150;2;4;196;40000000000;410000
13;195000;2;3;192;3;4;169;38025000000;410000
13;192000;1;1;170;3;1;169;36864000000;410000
11;189000;1;3;192;3;1;121;35721000000;410000
13;189000;3;1;333;3;9;169;35721000000;410000
14;185000;2;3;170;3;4;196;34225000000;410000
10;180000;2;2;192;1;4;100;32400000000;410000
12;174000;3;3;272;2;9;144;30276000000;410000
13;165415;2;3;192;3;4;169;27362122225;410000
11;159000;1;2;192;2;1;121;25281000000;410000
12;157500;2;2;170;2;4;144;24806250000;410000
10;150000;1;2;170;3;1;100;22500000000;410000
10;140000;3;1;333;3;9;100;19600000000;410000
11;125500;1;2;116;3;1;121;15750250000;410000
10;117500;3;2;445;2;9;100;13806250000;410000
16;108000;2;2;286;3;4;256;11664000000;410000
11;95000;3;3;445;2;9;121;9025000000;410000
11;153000;1;3;170;2;1;121;23409000000;414000
14;520000;2;2;193;3;4;196;270400000000;415000
13;275000;1;3;231;2;1;169;75625000000;415000
14;249000;2;3;231;3;4;196;62001000000;415000
11;205000;2;3;192;2;4;121;42025000000;415000
11;189000;1;3;231;2;1;121;35721000000;415000
13;180000;2;1;286;3;4;169;32400000000;415000
11;168780;3;1;333;3;9;121;28486688400;415000
12;156000;2;3;192;2;4;144;24336000000;415000
12;150000;1;3;192;3;1;144;22500000000;415000
12;145100;2;1;192;3;4;144;21054010000;415000
9;140000;1;2;192;3;1;81;19600000000;415000
10;129000;1;2;143;3;1;100;16641000000;415000
11;94000;1;2;150;2;1;121;8836000000;415000
11;212000;1;2;150;2;1;121;44944000000;418000
10;111000;1;1;143;3;1;100;12321000000;418000
16;357000;3;3;235;2;9;256;127449000000;420000
14;300000;3;3;286;2;9;196;90000000000;420000
13;300000;3;3;333;2;9;169;90000000000;420000
12;293000;2;3;192;2;4;144;85849000000;420000
12;276000;3;1;272;3;9;144;76176000000;420000
15;276000;1;3;170;3;1;225;76176000000;420000
13;275000;2;3;231;2;4;169;75625000000;420000
13;275000;2;1;192;3;4;169;75625000000;420000
15;274000;3;3;286;2;9;225;75076000000;420000
12;263000;2;2;231;3;4;144;69169000000;420000
13;262000;2;3;231;3;4;169;68644000000;420000
16;261000;2;2;170;3;4;256;68121000000;420000
13;260000;3;3;272;2;9;169;67600000000;420000
14;254000;2;2;170;3;4;196;64516000000;420000
14;242000;2;3;170;2;4;196;58564000000;420000
12;240000;3;3;272;2;9;144;57600000000;420000
12;237000;3;2;272;2;9;144;56169000000;420000
11;230000;3;3;445;3;9;121;52900000000;420000
13;215000;3;3;333;3;9;169;46225000000;420000
14;211000;3;2;193;2;9;196;44521000000;420000
20;200000;2;2;286;3;4;400;40000000000;420000
13;195000;1;2;192;2;1;169;38025000000;420000
11;195000;2;2;192;3;4;121;38025000000;420000
11;194473;3;3;272;3;9;121;37819747729;420000
13;192000;1;2;192;2;1;169;36864000000;420000
12;185000;2;2;192;3;4;144;34225000000;420000
11;180000;2;3;192;3;4;121;32400000000;420000
12;172000;2;1;170;2;4;144;29584000000;420000
13;170000;1;3;170;3;1;169;28900000000;420000
10;170000;1;2;170;3;1;100;28900000000;420000
10;165000;1;3;143;3;1;100;27225000000;420000
10;165000;1;3;143;3;1;100;27225000000;420000
13;160000;1;3;231;1;1;169;25600000000;420000
13;153000;2;2;231;3;4;169;23409000000;420000
9;150000;1;2;143;2;1;81;22500000000;420000
9;150000;1;2;115;3;1;81;22500000000;420000
11;142000;1;3;170;3;1;121;20164000000;420000
9;123500;3;2;333;3;9;81;15252250000;420000
10;198000;1;2;143;3;1;100;39204000000;425000
11;175000;2;1;192;3;4;121;30625000000;425000
10;134000;1;2;143;3;1;100;17956000000;425000
10;115000;1;3;143;3;1;100;13225000000;425000
12;118000;3;2;333;3;9;144;13924000000;428000
12;220000;3;3;333;3;9;144;48400000000;429000
16;300000;3;2;286;2;9;256;90000000000;430000
11;284000;2;1;170;3;4;121;80656000000;430000
14;283000;1;3;231;3;1;196;80089000000;430000
11;270000;1;2;150;2;1;121;72900000000;430000
12;265000;3;3;333;2;9;144;70225000000;430000
12;260000;2;2;163;3;4;144;67600000000;430000
11;250000;2;1;250;3;4;121;62500000000;430000
13;249000;2;3;192;2;4;169;62001000000;430000
12;239000;2;2;192;2;4;144;57121000000;430000
12;228000;1;2;170;2;1;144;51984000000;430000
12;219000;2;2;170;2;4;144;47961000000;430000
13;212000;2;3;231;2;4;169;44944000000;430000
12;210000;2;3;231;3;4;144;44100000000;430000
10;210000;2;3;170;2;4;100;44100000000;430000
13;200000;2;3;245;2;4;169;40000000000;430000
12;199000;1;3;170;3;1;144;39601000000;430000
11;195000;1;3;170;2;1;121;38025000000;430000
11;192000;2;2;192;3;4;121;36864000000;430000
11;173000;2;2;170;2;4;121;29929000000;430000
11;154000;1;3;115;3;1;121;23716000000;430000
13;153000;2;1;192;3;4;169;23409000000;430000
10;150000;1;1;170;3;1;100;22500000000;430000
12;146000;2;1;231;2;4;144;21316000000;430000
11;142000;1;2;143;3;1;121;20164000000;430000
10;120000;1;3;143;2;1;100;14400000000;430000
12;116230;1;2;192;3;1;144;13509412900;430000
11;109000;1;2;170;2;1;121;11881000000;430000
11;109000;1;2;170;2;1;121;11881000000;430000
12;236000;2;3;170;3;4;144;55696000000;435000
12;210000;2;2;192;3;4;144;44100000000;435000
12;174000;3;2;333;3;9;144;30276000000;435000
12;142000;2;2;192;3;4;144;20164000000;435000
12;200000;2;2;234;3;4;144;40000000000;437000
14;230000;3;2;184;3;9;196;52900000000;439000
10;114000;1;3;231;3;1;100;12996000000;439000
16;332000;3;3;184;3;9;256;110224000000;440000
12;290000;1;2;143;2;1;144;84100000000;440000
15;270000;1;2;150;2;1;225;72900000000;440000
12;250000;3;3;333;2;9;144;62500000000;440000
12;240000;3;3;272;3;9;144;57600000000;440000
11;230000;2;2;192;3;4;121;52900000000;440000
10;220000;1;2;170;2;1;100;48400000000;440000
13;208000;3;2;272;3;9;169;43264000000;440000
11;186645;2;2;192;3;4;121;34836356025;440000
11;186500;1;2;170;3;1;121;34782250000;440000
11;176000;1;3;170;2;1;121;30976000000;440000
12;176000;2;2;231;3;4;144;30976000000;440000
11;174000;2;3;192;3;4;121;30276000000;440000
11;171000;1;2;143;2;1;121;29241000000;440000
13;170000;2;2;231;3;4;169;28900000000;440000
11;170000;2;2;170;2;4;121;28900000000;440000
10;152000;3;1;272;3;9;100;23104000000;440000
11;140000;1;3;192;2;1;121;19600000000;440000
13;130000;3;2;333;3;9;169;16900000000;440000
10;108000;1;2;143;3;1;100;11664000000;440000
8;100000;1;3;150;3;1;64;10000000000;440000
11;22450;3;2;333;3;9;121;504002500;440000
12;287000;3;1;333;3;9;144;82369000000;445000
13;261000;2;3;231;2;4;169;68121000000;445000
11;194000;2;3;192;3;4;121;37636000000;445000
12;156000;2;2;231;3;4;144;24336000000;445000
12;260000;1;3;192;3;1;144;67600000000;449000
11;199000;2;2;193;2;4;121;39601000000;449000
11;154000;2;2;192;2;4;121;23716000000;449000
11;147000;3;1;333;3;9;121;21609000000;449000
10;131000;1;1;170;2;1;100;17161000000;449000
11;211500;3;2;272;3;9;121;44732250000;449999
13;320000;2;3;170;3;4;169;102400000000;450000
16;283000;3;3;235;3;9;256;80089000000;450000
13;266000;2;1;170;3;4;169;70756000000;450000
14;257000;3;2;193;3;9;196;66049000000;450000
10;252000;3;3;231;2;9;100;63504000000;450000
13;250000;2;3;170;2;4;169;62500000000;450000
11;250000;3;3;272;3;9;121;62500000000;450000
12;250000;3;2;272;3;9;144;62500000000;450000
12;250000;2;3;231;2;4;144;62500000000;450000
11;250000;2;2;192;3;4;121;62500000000;450000
13;248000;3;2;193;3;9;169;61504000000;450000
17;243000;2;3;193;3;4;289;59049000000;450000
9;242842;1;3;150;2;1;81;58972236964;450000
12;240000;2;2;231;3;4;144;57600000000;450000
12;240000;2;3;231;2;4;144;57600000000;450000
13;236000;1;2;231;3;1;169;55696000000;450000
10;230000;1;2;143;3;1;100;52900000000;450000
14;229000;2;3;192;3;4;196;52441000000;450000
16;217000;3;3;235;2;9;256;47089000000;450000
13;213000;2;3;193;2;4;169;45369000000;450000
13;213000;3;2;286;3;9;169;45369000000;450000
12;210000;3;3;272;2;9;144;44100000000;450000
10;200000;1;3;231;2;1;100;40000000000;450000
12;200000;2;3;170;2;4;144;40000000000;450000
12;199756;3;3;333;2;9;144;39902459536;450000
12;197000;1;3;170;2;1;144;38809000000;450000
15;195000;2;1;286;2;4;225;38025000000;450000
11;192461;3;3;272;3;9;121;37041236521;450000
12;192000;3;1;333;2;9;144;36864000000;450000
13;191000;2;3;192;3;4;169;36481000000;450000
11;190000;3;2;333;3;9;121;36100000000;450000
12;190000;2;1;136;3;4;144;36100000000;450000
11;185000;3;2;333;2;9;121;34225000000;450000
13;183333;2;3;192;3;4;169;33610988889;450000
11;180000;1;1;184;3;1;121;32400000000;450000
14;179000;1;2;105;2;1;196;32041000000;450000
14;176000;2;3;193;3;4;196;30976000000;450000
11;175000;1;3;231;2;1;121;30625000000;450000
11;170000;1;2;170;3;1;121;28900000000;450000
13;168000;2;2;192;3;4;169;28224000000;450000
11;167000;1;2;170;2;1;121;27889000000;450000
11;160500;1;2;192;3;1;121;25760250000;450000
12;160000;1;2;170;3;1;144;25600000000;450000
16;160000;1;3;184;3;1;256;25600000000;450000
12;160000;3;1;333;3;9;144;25600000000;450000
9;159000;1;3;218;2;1;81;25281000000;450000
14;158000;1;1;193;3;1;196;24964000000;450000
12;157000;2;1;231;2;4;144;24649000000;450000
12;150000;3;1;333;2;9;144;22500000000;450000
13;140000;3;2;245;3;9;169;19600000000;450000
13;140000;1;2;136;2;1;169;19600000000;450000
9;130000;1;2;218;1;1;81;16900000000;450000
11;124000;1;2;170;3;1;121;15376000000;450000
10;122000;1;3;170;2;1;100;14884000000;450000
12;120000;3;2;333;3;9;144;14400000000;450000
15;114000;1;2;231;3;1;225;12996000000;450000
12;108000;1;3;192;3;1;144;11664000000;450000
8;90000;1;1;218;3;1;64;8100000000;450000
11;84000;1;1;192;3;1;121;7056000000;450000
14;70000;2;2;170;3;4;196;4900000000;450000
14;15000;3;1;326;3;9;196;225000000;450000
12;217000;3;2;333;3;9;144;47089000000;455000
6;151000;1;3;136;2;1;36;22801000000;455000
11;111500;3;1;333;3;9;121;12432250000;455000
15;201000;3;3;193;3;9;225;40401000000;459999
12;249000;3;2;272;2;9;144;62001000000;460000
11;238000;2;2;170;2;4;121;56644000000;460000
11;230000;1;3;115;2;1;121;52900000000;460000
12;220000;2;3;231;2;4;144;48400000000;460000
13;206000;2;3;231;3;4;169;42436000000;460000
12;202143;1;2;192;2;1;144;40861792449;460000
14;200000;3;3;286;3;9;196;40000000000;460000
12;186000;2;2;231;3;4;144;34596000000;460000
9;170000;1;3;218;2;1;81;28900000000;460000
12;170000;3;2;272;2;9;144;28900000000;460000
10;130000;1;2;170;2;1;100;16900000000;460000
8;127000;1;2;150;2;1;64;16129000000;460000
11;125000;1;2;170;3;1;121;15625000000;460000
8;78000;1;1;150;3;1;64;6084000000;460000
7;76000;1;1;150;3;1;49;5776000000;460000
8;76000;1;1;218;3;1;64;5776000000;460000
14;70000;1;2;150;2;1;196;4900000000;460000
12;265500;2;3;192;3;4;144;70490250000;465000
12;217000;3;2;333;3;9;144;47089000000;465000
11;210000;2;2;192;3;4;121;44100000000;465000
10;174000;1;3;170;2;1;100;30276000000;465000
10;170000;1;2;143;3;1;100;28900000000;465000
10;169000;1;2;115;3;1;100;28561000000;465000
12;153000;3;1;333;2;9;144;23409000000;465000
12;146200;3;2;333;2;9;144;21374440000;465000
8;92000;3;1;367;3;9;64;8464000000;465000
12;265000;2;3;231;2;4;144;70225000000;470000
12;240000;3;2;333;3;9;144;57600000000;470000
10;230000;2;2;170;2;4;100;52900000000;470000
12;230000;3;3;218;3;9;144;52900000000;470000
15;220000;2;3;245;2;4;225;48400000000;470000
11;219000;2;3;192;2;4;121;47961000000;470000
10;192000;1;3;170;3;1;100;36864000000;470000
12;191000;2;3;231;3;4;144;36481000000;470000
10;152000;1;3;170;3;1;100;23104000000;470000
9;150000;1;1;218;3;1;81;22500000000;470000
10;150000;2;3;192;3;4;100;22500000000;470000
9;130000;1;3;150;2;1;81;16900000000;470000
8;89000;1;2;150;2;1;64;7921000000;470000
7;85000;1;2;143;3;1;49;7225000000;470000
11;112700;3;1;333;3;9;121;12701290000;471000
12;270000;3;2;272;2;9;144;72900000000;475000
11;240000;2;3;192;3;4;121;57600000000;475000
11;234000;3;3;272;3;9;121;54756000000;475000
11;210000;1;2;192;3;1;121;44100000000;475000
13;208000;2;2;231;2;4;169;43264000000;475000
12;176000;1;3;231;3;1;144;30976000000;475000
9;155000;1;3;163;2;1;81;24025000000;475000
10;103090;3;1;333;3;9;100;10627548100;475000
8;120000;1;3;150;3;1;64;14400000000;478000
10;200000;3;1;333;3;9;100;40000000000;479999
12;303000;2;1;192;3;4;144;91809000000;480000
10;240000;1;3;170;2;1;100;57600000000;480000
10;220000;3;1;445;3;9;100;48400000000;480000
10;220000;3;1;445;3;9;100;48400000000;480000
10;215000;1;3;170;2;1;100;46225000000;480000
10;210000;2;2;170;3;4;100;44100000000;480000
9;209000;2;2;218;3;4;81;43681000000;480000
9;200000;2;2;192;3;4;81;40000000000;480000
11;195000;2;1;170;2;4;121;38025000000;480000
7;188000;1;2;156;2;1;49;35344000000;480000
11;175000;2;2;231;3;4;121;30625000000;480000
13;175000;1;2;184;3;1;169;30625000000;480000
11;155000;1;3;192;3;1;121;24025000000;480000
9;150000;1;3;143;3;1;81;22500000000;480000
11;150000;1;2;192;3;1;121;22500000000;480000
11;141000;1;3;231;3;1;121;19881000000;480000
7;140000;1;2;150;3;1;49;19600000000;480000
9;140000;1;2;150;3;1;81;19600000000;480000
8;132000;1;3;150;3;1;64;17424000000;480000
13;130000;3;2;333;3;9;169;16900000000;480000
11;121000;2;1;170;3;4;121;14641000000;480000
10;90000;1;2;170;3;1;100;8100000000;480000
9;51000;1;1;147;3;1;81;2601000000;480000
11;237000;1;2;170;2;1;121;56169000000;484000
12;258500;2;3;192;3;4;144;66822250000;485000
11;240000;2;3;192;3;4;121;57600000000;485000
11;237000;2;3;192;3;4;121;56169000000;485000
8;188000;1;2;122;3;1;64;35344000000;485000
9;178000;1;3;150;3;1;81;31684000000;485000
12;170000;2;3;192;3;4;144;28900000000;485000
10;161000;2;2;170;3;4;100;25921000000;485000
9;156000;1;3;218;2;1;81;24336000000;485000
8;148000;1;2;150;2;1;64;21904000000;485000
9;128000;3;2;333;3;9;81;16384000000;485000
10;112000;3;1;333;3;9;100;12544000000;485000
9;102000;3;2;333;3;9;81;10404000000;485000
14;225000;2;3;170;3;4;196;50625000000;488000
10;114000;1;2;170;3;1;100;12996000000;489000
10;168500;2;3;192;3;4;100;28392250000;489997
12;303000;2;2;231;2;4;144;91809000000;490000
13;280000;3;2;193;3;9;169;78400000000;490000
10;274000;3;3;333;3;9;100;75076000000;490000
11;270848;3;2;333;2;9;121;73358639104;490000
10;262000;2;2;170;2;4;100;68644000000;490000
12;250000;3;3;272;3;9;144;62500000000;490000
11;238000;2;2;170;2;4;121;56644000000;490000
11;220000;1;3;204;2;1;121;48400000000;490000
10;213000;3;3;231;3;9;100;45369000000;490000
14;200000;2;2;193;3;4;196;40000000000;490000
12;188000;3;2;333;2;9;144;35344000000;490000
10;185000;1;2;170;2;1;100;34225000000;490000
9;170000;1;2;150;3;1;81;28900000000;490000
10;164000;3;3;333;2;9;100;26896000000;490000
9;160000;2;3;192;1;4;81;25600000000;490000
11;152000;2;2;231;2;4;121;23104000000;490000
